"x","y","z"
10,51,4
71,80,51
56,64,51
37,57,5
81,99,54
67,79,67
38,44,82
29,40,37
21,24,96
88,68,48
98,79,43
32,44,8
43,1,78
17,45,71
67,50,73
26,57,10
73,20,8
90,98,82
30,5,31
4,77,3
79,96,25
94,2,74
10,2,95
67,98,71
13,62,69
90,46,88
91,92,36
51,79,72
66,33,36
65,84,89
31,72,79
80,45,92
90,30,55
93,3,35
85,82,90
5,98,17
10,8,13
76,62,86
2,61,61
59,27,32
28,79,90
2,13,34
87,47,5
62,18,1
71,46,84
68,96,6
28,3,1
31,90,37
27,78,55
68,32,33
97,54,56
67,55,17
2,45,76
33,82,85
96,21,49
5,13,26
32,43,23
48,97,75
76,95,91
72,31,60
78,44,73
30,38,1
38,89,91
13,42,65
76,45,10
29,1,95
45,98,3
56,3,5
40,18,21
25,94,31
4,56,95
9,91,2
94,10,2
99,35,64
64,51,93
63,66,92
53,60,18
15,95,48
28,47,97
94,58,60
49,28,34
65,20,21
81,75,27
93,69,89
20,62,25
68,80,58
70,30,48
10,6,28
52,5,26
89,69,99
4,16,69
35,44,9
43,37,57
44,88,1
89,73,86
53,74,26
50,12,23
50,23,66
46,3,33
85,3,63
70,33,16
77,48,50
51,92,41
34,35,92
77,91,37
12,20,71
51,53,18
51,89,15
35,2,7
68,49,65
8,7,73
32,38,10
34,72,20
0,80,21
53,16,2
10,42,49
37,85,23
26,54,59
4,12,76
30,18,40
56,51,58
28,56,86
71,54,36
81,81,99
7,44,90
40,64,88
45,28,68
20,97,35
24,92,99
62,7,31
69,77,96
36,18,20
7,48,40
19,99,34
36,73,93
1,55,25
2,22,6
19,86,31
82,82,7
82,58,0
89,36,66
26,89,71
90,98,93
59,55,50
7,68,79
22,37,2
73,3,9
50,79,66
36,0,18
43,37,5
34,25,71
26,35,94
67,49,87
13,47,47
62,37,62
95,42,95
0,3,87
77,62,21
63,6,68
61,16,16
72,89,70
56,17,97
59,3,88
88,35,19
8,87,74
84,24,93
78,97,83
79,60,58
40,5,90
13,30,37
83,91,54
79,55,34
82,18,62
15,43,10
20,84,82
77,65,90
3,10,35
48,12,93
19,62,51
67,16,95
9,38,87
63,80,10
90,86,26
15,52,46
72,11,99
43,69,62
7,31,66
78,95,66
20,74,87
94,44,39
87,12,86
65,65,22
92,85,86
16,16,64
59,39,63
69,10,25
71,7,96
48,31,21
38,74,37
85,15,83
42,86,42
51,56,83
70,13,49
46,20,72
9,97,74
0,94,58
49,10,80
80,40,18
29,73,6
45,82,13
45,58,83
70,24,41
97,49,61
22,54,91
49,1,3
10,43,77
5,80,70
59,20,98
70,11,80
55,63,43
60,24,11
26,72,45
95,96,11
63,19,46
69,59,20
1,81,33
29,8,36
48,68,5
68,98,98
46,25,49
95,74,13
99,59,60
69,98,49
5,81,29
92,38,7
97,71,60
49,25,86
76,97,18
97,78,33
57,15,83
65,85,57
31,75,18
48,7,78
71,92,59
80,99,33
65,59,58
39,96,69
57,49,69
24,0,40
25,51,71
64,94,51
41,72,45
39,16,61
39,5,25
4,13,2
61,25,92
10,67,12
46,4,22
28,62,25
9,98,55
84,47,5
60,14,47
59,54,67
82,15,59
15,66,40
32,37,73
33,87,12
9,40,81
41,53,50
6,69,91
72,92,17
87,6,32
32,78,3
28,35,5
17,13,96
17,14,56
79,59,66
33,92,88
46,97,20
4,53,55
71,68,70
39,51,93
23,74,60
33,98,6
36,11,44
8,28,86
43,77,54
86,28,50
50,12,3
29,15,5
32,84,99
59,12,16
23,53,39
47,84,91
50,67,36
27,1,8
44,80,59
10,18,84
66,45,7
55,65,74
44,8,49
74,43,68
88,28,82
85,70,86
95,30,34
61,69,44
98,28,56
15,19,97
66,42,36
45,83,21
61,83,30
11,12,88
49,26,39
99,66,0
29,23,19
60,41,44
82,93,6
47,19,27
82,51,74
69,23,97
84,49,48
37,63,55
20,70,10
56,15,14
58,44,33
1,28,99
54,8,69
52,10,40
66,85,98
68,8,76
69,14,67
67,78,13
25,94,56
61,71,25
10,27,53
64,95,44
70,42,3
21,95,41
37,62,97
69,45,77
15,99,10
86,71,93
32,82,64
51,86,75
35,51,57
64,32,47
10,24,3
16,12,18
13,49,68
15,34,26
4,1,13
43,41,9
98,70,98
0,17,84
36,73,37
36,20,63
24,53,84
2,16,54
1,40,36
4,72,60
34,80,23
51,26,33
65,46,35
14,41,12
18,81,13
51,48,68
33,64,21
85,53,19
52,5,62
77,45,1
91,70,87
90,50,20
51,72,67
71,63,75
51,16,26
36,35,80
77,57,50
2,62,43
5,10,19
1,64,37
67,96,5
64,62,92
81,65,97
63,61,37
27,39,85
58,98,38
79,24,77
95,46,64
19,24,96
90,19,93
38,56,17
63,17,46
83,98,58
73,88,46
89,52,5
23,75,14
39,40,64
75,18,1
1,7,5
16,1,14
55,72,76
44,56,46
80,24,81
60,98,41
39,29,97
78,77,70
46,28,83
64,87,23
97,64,85
5,0,54
90,84,23
25,43,13
34,91,79
38,80,22
50,29,43
76,20,87
76,63,37
49,53,36
0,28,58
87,33,87
65,66,93
39,74,25
59,63,98
46,59,21
68,73,76
50,58,44
96,55,68
39,9,33
73,61,82
26,63,1
41,85,77
48,80,70
1,85,49
75,11,90
12,96,31
76,40,42
98,90,53
98,45,80
16,93,94
53,2,15
46,64,32
1,77,37
63,75,45
14,22,79
76,42,61
51,80,5
67,90,53
20,80,12
82,34,45
65,7,78
20,93,53
38,10,68
80,67,64
58,63,53
30,59,86
7,76,50
5,42,7
81,36,74
73,21,46
70,68,83
18,51,69
37,34,22
48,56,12
64,64,70
7,57,55
18,53,91
24,37,17
20,60,32
15,59,6
70,99,88
17,44,39
71,66,59
82,77,41
71,94,98
89,89,54
17,63,36
84,76,75
70,19,56
36,84,38
70,23,81
83,59,65
73,41,35
45,53,25
1,33,69
84,76,65
77,69,8
46,19,0
92,98,60
67,60,24
87,34,64
21,62,91
71,14,69
32,61,71
13,75,37
71,71,90
10,83,98
28,63,82
32,34,88
52,73,25
17,60,61
23,71,36
64,72,79
34,33,11
3,33,39
40,7,28
34,69,46
42,53,98
68,74,28
27,87,6
29,48,9
72,0,40
73,14,41
31,91,54
88,64,23
95,7,4
40,74,45
2,39,52
83,67,33
37,15,56
7,54,92
6,33,31
67,82,13
75,79,6
37,17,35
9,8,0
67,42,33
35,35,36
96,10,75
21,35,28
49,42,55
43,61,80
2,5,8
20,92,57
18,62,10
86,7,43
55,16,71
23,92,41
44,28,11
39,65,49
44,94,63
4,1,47
51,6,73
98,47,88
12,19,77
91,8,20
46,60,17
63,84,3
78,83,7
68,43,28
84,51,12
72,12,55
85,36,75
64,25,19
15,96,30
44,83,61
15,36,53
44,16,9
27,76,75
4,15,34
97,71,50
67,96,57
33,42,69
65,79,82
17,98,89
13,67,43
80,22,20
11,59,60
71,48,71
95,73,58
3,92,37
11,38,53
13,25,39
24,66,28
10,65,49
97,97,14
77,9,76
17,42,74
94,68,25
84,25,63
68,22,85
23,67,35
14,39,55
8,30,35
61,76,60
46,62,14
78,71,25
7,51,75
9,29,78
30,46,75
99,21,20
56,39,26
14,68,99
52,39,48
65,62,90
56,54,25
83,50,16
83,92,13
69,43,26
48,86,14
95,61,85
41,27,30
73,7,87
32,41,36
82,0,94
79,55,87
37,61,4
55,28,50
74,11,23
33,72,23
93,5,50
72,4,13
8,68,55
19,27,2
45,94,95
67,75,98
83,14,17
8,9,56
26,44,3
49,51,69
97,67,55
9,59,83
41,0,87
75,40,75
18,17,16
68,34,67
25,16,48
11,28,45
1,5,31
75,42,27
68,66,38
59,65,82
91,33,96
48,45,41
25,52,63
85,2,11
85,10,56
10,93,25
29,0,12
10,73,70
92,11,94
4,4,42
61,86,26
55,16,93
45,80,29
64,97,79
37,38,83
48,52,16
19,43,84
67,41,3
64,74,74
79,14,40
4,74,46
64,99,16
71,44,42
74,66,26
91,98,80
8,8,50
31,82,47
19,9,83
47,13,4
92,98,3
75,85,87
97,10,77
27,92,87
94,61,60
66,66,83
94,92,40
21,1,3
20,85,28
52,62,90
58,71,85
73,70,85
65,4,6
33,31,36
19,52,34
18,92,4
21,57,10
32,73,54
23,98,9
32,95,71
0,99,90
7,75,44
90,42,20
40,18,12
91,55,38
98,50,22
29,68,41
68,10,24
93,44,98
81,76,21
84,47,17
93,74,43
45,91,18
57,98,41
56,50,53
97,57,53
38,29,25
89,34,68
59,64,74
67,72,8
94,84,75
73,3,58
39,81,21
93,23,47
55,71,21
17,97,88
37,95,79
43,90,77
21,8,69
38,2,4
93,83,31
67,19,10
93,44,21
18,97,14
17,63,47
62,81,80
5,42,17
10,94,43
65,99,11
28,30,26
27,50,60
3,16,44
11,64,32
57,91,22
24,29,16
12,56,99
87,58,59
3,24,92
87,40,66
22,6,80
60,26,66
91,31,44
54,24,43
7,30,33
47,74,44
60,99,70
72,87,48
60,90,8
54,63,40
6,55,91
55,79,60
14,62,24
58,30,47
4,56,5
44,7,10
41,15,38
43,10,19
17,78,50
35,31,76
35,57,96
68,63,43
35,36,48
95,66,25
24,14,92
71,91,90
29,79,58
63,76,71
76,84,29
93,35,91
87,58,79
92,79,41
75,79,54
13,99,32
54,58,2
66,33,99
19,77,54
78,39,55
49,74,73
95,99,87
40,25,31
28,40,60
71,85,7
77,43,28
9,60,86
59,81,66
26,57,21
53,16,5
21,72,88
11,53,35
56,62,26
90,96,36
7,92,80
42,56,48
70,14,73
13,13,40
35,2,0
23,47,64
54,13,50
98,43,16
48,49,94
56,67,50
72,35,0
81,19,46
63,31,97
86,42,60
74,66,33
26,38,5
76,11,23
55,98,75
40,16,98
80,29,87
30,64,96
89,52,50
81,63,13
61,34,1
91,18,47
68,61,64
66,54,42
53,66,48
36,63,39
96,82,99
96,93,88
58,1,1
34,69,80
81,13,3
32,28,20
89,66,34
84,78,67
78,12,33
5,78,76
58,91,46
2,1,76
57,58,12
0,49,93
44,66,13
16,62,73
28,70,80
9,38,52
45,32,48
24,68,19
20,31,74
4,50,5
79,12,0
56,56,76
25,22,19
58,9,16
4,28,16
73,31,69
31,91,48
61,23,97
12,44,14
85,37,55
32,97,31
68,2,29
29,8,53
35,29,43
76,57,28
33,22,72
59,67,33
63,96,79
34,23,34
36,17,69
83,89,79
76,33,31
22,60,19
19,16,7
63,79,40
6,79,33
71,72,42
90,66,10
18,1,89
64,77,70
75,95,41
1,87,12
36,68,37
75,62,29
75,55,54
60,83,76
63,66,10
54,5,95
61,11,10
40,60,28
32,73,93
76,34,14
73,45,75
36,40,16
69,71,44
73,31,67
73,12,32
17,51,70
81,32,70
82,31,22
8,59,31
84,61,64
75,35,72
60,40,37
47,36,92
64,66,28
57,26,11
72,82,95
25,62,25
58,28,5
53,21,28
45,18,16
45,43,92
58,82,9
10,5,98
51,10,70
37,48,65
42,74,62
63,8,24
1,57,26
87,22,48
54,30,45
40,36,30
66,38,80
72,89,70
30,86,66
21,64,63
5,37,4
48,9,5
13,7,78
94,47,60
14,14,68
30,71,35
54,58,8
76,19,1
78,84,63
12,9,86
74,4,68
36,65,1
25,93,41
12,96,18
92,27,41
3,48,60
49,41,22
81,49,6
68,33,79
18,75,91
46,96,61
78,29,78
51,11,88
71,24,55
32,85,54
17,89,57
98,49,63
14,71,5
53,11,71
16,88,5
94,69,35
76,85,95
5,12,60
63,20,46
64,75,15
33,44,79
37,25,97
79,10,89
17,37,7
18,94,52
13,86,44
45,14,52
45,76,65
75,55,63
38,23,67
70,26,82
0,93,27
78,62,28
40,45,64
17,95,42
67,80,95
54,65,86
89,21,12
16,37,53
66,25,84
16,28,83
44,72,16
25,65,93
14,22,14
44,68,58
52,18,75
39,71,47
43,41,19
68,80,77
66,20,15
63,99,68
72,43,53
77,59,40
10,27,97
27,40,38
18,58,38
2,87,49
72,93,68
87,48,94
7,7,52
56,5,18
27,4,5
53,31,6
53,22,32
68,52,44
96,32,67
90,86,53
96,95,48
16,18,26
85,31,62
17,21,5
80,2,72
8,85,51
28,65,45
81,49,23
36,59,91
86,59,57
66,99,60
13,36,50
1,97,85
50,1,13
11,70,64
8,85,20
52,85,59
0,99,41
20,16,65
38,18,38
52,91,74
59,6,43
8,15,49
14,37,42
1,6,99
70,83,43
84,39,85
96,34,90
60,71,33
73,36,12
26,9,76
85,58,19
13,84,74
92,18,91
41,98,48
48,40,56
93,19,10
92,22,28
49,82,70
39,0,77
72,28,10
7,20,96
58,78,24
12,15,48
67,85,23
63,56,78
49,20,69
65,84,55
3,30,92
44,0,63
4,1,25
11,39,87
50,74,74
82,9,3
69,52,5
25,29,20
5,81,32
47,10,65
9,42,37
91,37,56
91,11,13
55,70,38
52,83,93
65,97,14
52,81,85
96,66,38
46,88,45
83,0,49
45,72,21
60,39,96
58,53,93
55,51,33
70,13,98
73,55,44
68,64,91
82,24,8
1,73,70
86,33,73
34,96,94
91,68,56
23,96,38
51,17,7
14,22,47
94,93,80
97,10,37
75,93,96
60,62,17
21,59,59
22,45,79
8,31,92
18,10,99
15,41,63
91,50,90
29,13,45
48,57,92
32,33,6
16,8,46
58,31,52
23,89,5
20,53,79
17,44,20
30,13,39
58,98,38
28,0,62
35,35,23
7,27,81
7,83,4
74,36,2
9,86,76
37,21,1
99,72,31
21,39,70
39,12,64
42,96,77
37,47,64
75,31,78
36,68,91
11,68,21
22,35,47
56,46,1
49,77,99
60,1,64
15,57,28
50,95,60
57,35,19
71,91,24
7,32,87
46,38,67
7,54,61
63,91,19
2,70,58
25,77,13
98,57,13
57,75,24
67,66,50
14,53,89
87,76,95
89,27,37
9,19,61
98,51,23
31,20,39
18,99,22
22,52,1
79,78,73
65,62,91
7,14,35
43,31,90
45,15,42
86,58,8
38,18,62
27,72,52
78,98,36
49,86,54
57,95,81
91,40,60
8,9,60
99,71,22
91,66,29
24,43,14
37,68,96
47,16,9
11,78,26
58,70,35
93,98,18
47,21,28
60,48,51
48,13,33
42,75,21
53,93,33
30,20,58
38,8,74
79,25,66
99,73,39
74,93,57
12,75,58
54,8,93
52,30,54
32,86,13
71,82,16
17,6,7
71,29,44
28,72,91
47,22,12
17,55,39
17,55,15
38,85,55
65,0,56
23,27,3
15,80,21
15,44,51
29,4,28
16,85,93
55,11,1
2,62,81
12,61,1
9,40,49
42,19,9
9,76,2
73,24,81
68,57,6
75,32,98
81,48,5
7,88,70
97,90,12
56,83,52
79,24,76
94,13,30
65,36,22
64,10,57
29,31,37
22,57,16
60,88,37
42,28,49
8,6,45
83,50,27
15,4,24
39,82,18
38,90,66
38,41,44
71,94,72
83,3,7
11,66,74
60,24,44
70,23,25
35,25,3
12,74,54
82,92,94
72,19,54
0,83,32
15,98,84
73,62,26
26,75,46
60,3,59
93,64,14
76,21,98
60,12,97
80,43,34
68,67,65
81,71,98
70,68,77
68,64,35
20,41,40
16,62,87
22,71,54
47,52,94
74,82,98
37,15,74
5,38,13
99,35,93
94,86,46
79,33,11
46,30,7
29,34,66
99,27,12
5,86,90
3,92,57
91,76,73
4,37,65
84,33,53
87,20,20
56,79,2
89,91,2
25,9,78
0,83,80
94,20,44
18,99,30
14,49,86
92,79,17
67,75,66
61,62,89
13,89,59
31,58,62
46,8,6
43,95,1
99,57,42
35,63,82
17,14,93
53,28,20
5,50,8
47,24,27
55,54,65
69,88,91
13,38,43
42,31,7
22,26,15
2,91,59
63,6,71
67,21,73
4,59,35
88,76,29
83,24,11
77,78,40
20,25,17
